aa	Afaraf
svb	Ulau-Suain
svc	Vincentian Creole English
sve	Serili
svk	Slovakian Sign Language
svm	Slavomolisano
svr	Savara
svs	Savosavo
svx	Skalvian
sw	Kiswahili
swb	Maore Comorian
swc	Congo Swahili
swc-x-swamilitar	Military Swahili
swf	Sere
swg	Swabian
swh	Swahili (individual language)
swh-x-ngunya	Ngunya
swi	水语
swj	Sira
swk	Malawi Sena
swl	Swedish Sign Language
swm	Samosa
swo	Shanenawa
swp	Suau
swp-x-bonalua	Bonalua
swp-x-lausaha	Lausaha
swp-x-sinaki	Sinaki
swq	Sharwa
swr	Saweru
sws	Seluwasan
sws-x-makatian	Makatian
swt	Sawila
swu	Suwawa
swv	Shekhawati
sww	Sowa
swx	Suruahá
swy	Sarua
sxb	Suba
sxc	Sicanian
sxe	Sighu
sxg	旭米
sxk	Southern Kalapuya
sxl	Selian
sxm	Samre
sxn	Sangir
sxn-x-siau	Siau
sxn-x-tagula	Tagulandang
sxo	Sorothaptic
sxr	Saaroa
sxs	Sasaru
sxu	Upper Saxon
sxw	Saxwe Gbe
sya	Siang
sya-x-dayaksisang	Dayak Sisang
syb	Central Subanen
syc	Classical Syriac
syi	Seki
syk	Sukur
syl	Sylheti
sym	Maya Samo
syn	زبان سنایا
syo	Suoy
syr	ܠܫܢܐ ܣܘܪܝܝܐ
sys	Sinyar
syw	स्युबा
syx	Samay
syy	שפת הסימנים של שבט א-סייד
sza	Semelai
szb	Ngalum
szc	Semaq Beri
sze	Seze
szg	Kesengele
szl	Silesian
szn	Sula
szp	Suabo
szv	Isu (Fako Division)
szw	Sawai
ta	தமிழ்
taa	Lower Tanana
tab	Табасаранский
tac	Lowland Tarahumara
tac-x-bajatarahu	Baja Tarahumara
tad	Tause
tae	Tariana
taf	Tapirapé
tag	Tagoi
taj	Eastern Tamang
tak	Tala
tal	Tal
tam-LK-tamil	Tamil
tam-x-ahikunthakayo	कुरवाँ
tan	Tangale
tao	Yami
tap	Taabwa
taq	Tamasheq
tar	Central Tarahumara
tar-x-ralamuli	Ralamuli
tau	Upper Tanana
tav	Tatuyo
taw	Tai
tax	Tamki
tay	Atayal
taz	Tocho
tba	Aikanã
tbb	Tapeba
tbc	Takia
tbc-x-bunamruw	Bunam-ruw
tbc-x-megiar	Megiar
tbc-x-ruw	Ruw
tbd	Kaki Ae
tbe	Tanimbili
tbf	Mandara
tbg	North Tairora
tbg-x-abuhaina	Abuhaina
tbg-x-nanta	Nanta
tbi	Gaam
tbj	Tiang
tbk	Calamian Tagbanwa
tbl	Tboli
tbl-x-southtboli	Southern Tboli
tbl-x-taomohin	Tboli Tao Mohin
tbl-x-ubo	Ubo
tbm	Tagbu
tbn	Barro Negro Tunebo
tbo	Tawala
tbp	Taworta
tbp-x-airo	Airo
tbr	Tumtum
tbs	Tanguat
tbt	Tembo (Kitembo)
tbt-x-kirhinyihinyi	Kirhinyihinyi
tbv	Tobo
tbw	Tagbanwa
tbx	Kapin
tby	Tabaru
tbz	Ditammari
tca	Ticuna
tca-CO-ticuna	Ticuna
tcb	Tanacross
tcc	Datooga
tcd	Tafi
tce	Southern Tutchone
tcf	Malinaltepec Me'phaa
tcg	Tamagario
tch	Turks And Caicos Creole English
tci	Wára
tck	Tchitchege
tcl	Taman (Myanmar)
tcm	Tanahmerah
tcn	Tichurong
tco	Taungyo
tcp	Tawr Chin
tcq	Kaiy
tcs	Torres Strait Creole
tct	佯僙语
tcu	Southeastern Tarahumara
tcw	Tecpatlán Totonac
tcx	Toda
tcy	Tulu
tcy-x-koracha	Koracha
tcy-x-mavilan	Mavilan Tulu
tcz	Thado Chin
tda	Tagdal
tdb	Panchpargania
tdc	Emberá-Tadó
tdd	傣那语
tde	Tiranige Diga Dogon
tdf	Talieng
tdg	Western Tamang
tdh	Thulung
tdi	Tomadino
tdj	Tajio
tdk	Tambas
tdl	Sur
tdn	Tondano
tdn-x-kakas	Kakas
tdn-x-remboken	Remboken
tdo	Teme
tdq	Tita
tdr	Tơ-đrá
tds	Doutai
tdt	Tetun Dili
tdu	Tempasuk Dusun
tdv	Toro
tdx	Tandroy-Mahafaly Malagasy
tdx-x-antambahoka	Antambahoka
tdx-x-mahafaly	Mahafaly
tdy	Tadyawan
te	తెలుగు
tea	Temiar
tec	Terik
ted	Tepo Krumen
tee	Huehuetla Tepehua
tef	Teressa
teg	Teke-Tege
teh	Tehuelche
tei	Torricelli
tek	Ibali Teke
tek-x-mbankana	Teke Mbankana
tel-x-adebashaarya	Ade Basha Arya
tel-x-alba	Alba
tel-x-allami	Allami
tel-x-ardhan	Ardhan
tel-x-ardhi	Ardhi
tel-x-arttap	Arttap
tel-x-bagata	Bagata
tel-x-barda	Barda
tel-x-bestalu	Bestalu/Bastalu
tel-x-bheel	Bheel
tel-x-bhovi	Bhovi
tel-x-bommala	Bommala
tel-x-chamari	Chamari (Telugu)
tel-x-dasari	Dasari
tel-x-dhaba	Dhaba
tel-x-dhongri	Dhongri
tel-x-dudekula	Dudekula
tel-x-gamperukula	Gamperukula
tel-x-ganibasha	Ghani Bhasha
tel-x-gusavu	Gusavu
tel-x-jangalu	Telugu Jangalu
tel-x-kabasha	Kabasha
tel-x-kovi	Kovi
tel-x-onda	Onda
tel-x-orku	Orku
tel-x-osti	Osti
tel-x-otiya	Otiya
tel-x-pardhi	Pardhi (Telugu script)
tel-x-pichigunta	Phichiguntala
tel-x-piya	Piya
tel-x-pusala	Pusala
tel-x-sikaari	Sikaari
tel-x-telantelug	Telangana Telugu
tel-x-telingu	Telingu
tel-x-thakan	Thakan
tel-x-thalaboomi	Thalaboomi
tel-x-thoti	Thoti
tel-x-vadi	Vadi
tel-x-yauedhi	Yauedhi
tem	Timne
teo	Teso
teq	Temein
ter	Tereno
tes	Tengger
test	Lapaknon Manobo
tet	Tetum
tet-ID-southtetun	Tetun Selatan
teu	Soo
tev	Teor
tew	Tewa (USA)
tex	Tennet
te-x-bairag	Bairag
te-x-budugaja	Telugu Buduga Jangam
te-x-dokkalig	Dokka
te-x-dommara	Dommara
te-x-gangireddula	Gangireddula
te-x-kappalollu	Kapalollu
te-x-katipapalu	Katipapalu
te-x-muthrasi	Muthrasi
te-x-nakkalol	Nakkalollu
te-x-netaka	Nethakani
te-x-paidi	Paidi
te-x-pamuloll	Pamulollu
te-x-yeloru	Yeloru
tey	Tulishi
tfi	Tofin Gbe
tfn	Tanaina
tfo	Tefaro
tfr	Teribe
tft	Ternate
tg	тоҷикӣ, toçikī, تاجیکی‎
tga	Sagalla
tgb	Tobilung
tgc	Tigak
tgc-x-islandtiga	Tigak Island
tgd	Ciwogai
tge	Eastern Gorkha Tamang
tgf	Chalikha
tgh	Tobagonian Creole English
tgi	Lawunuia
tgj	Tagin
tgk-UZ-lyuli	Lyuli
tgn	Tandaganon
tgn-x-kadi	Kadi
tgo	Sudest
tgp	Tangoa
tgq	Tring
tgr	Tareng
tgs	Nume
tgt	Central Tagbanwa
tgu	Tanggu
tgu-x-ang	Ang
tgu-x-her	Her
tgv	Tingui-Boto
tgw	Tagwana Senoufo
tgx	Tagish
tgz	Tagalaka
th	ไทย
thc	Tai Hang Tong
thd	Thayore
the	मध्य क्षेत्रीय थारू
thf	Thangmi
thh	Northern Tarahumara
thi	Tai Long
thk	Tharaka
thl	Dangaura Tharu
thm	ภาษาข่าตองเหลือง
thn	Thachanadan
thp	Thompson
thq	मध्य-पूर्विया थारू
thr	Rana Tharu
ths	Thakali
tht	Tahltan
thu	Thuri
thv	تماهق
thw	Thudam
thy	Tha
thz	Tayart Tamajeq
ti	ትግርኛ
tia	Tidikelt Tamazight
tic	Tira
tid	Tidong
tid-x-menabursemido	Menabur Semido
tid-x-punanmabung	Punan Mabung
tid-x-punansemolon	Punan Semolon
tid-x-punantarau	Punan Tarau
tid-x-punantebunyau	Punan Tebunyau
tif	Tifal
tig	Tigre
tig-x-beniamrtig	Tigre Beni Amer
tih	Timugon Murut
tii	Tiene
tij	Tilung
tik	Tikar
tik-x-tigere	Tigere
tik-x-tigiere	Tigiere
tik-x-tikarkong	Tikar Kong
tik-x-tumu	Tumu
tim	Timbe
tin	Тиндинский
tio	Teop
tip	Trimuris
tiq	Tiéfo
tis	Masadiit Itneg
tis-x-abra	Abra Mabaka
tis-x-boliney	Boliney
tit	Tinigua
tiu	Adasen
tiv	Tiv
tiw	Tiwi
tix	Southern Tiwa
ti-x-eritra	Eritrean Tigrinya
tiy	Tiruray
tiz	红金傣语
tja	Tajuasohn
tjg	Tunjung
tji	土家语
tjl	Tai Laing
tjm	Timucua
tjo	تاشلحيت
tjs	土家语
tjw	Djabwurrung
tk	Türkmen, Түркмен
tka	Truká
tkb	Buksa
tkd	Tukudede
tke	Takwane
tkg	Tesaka Malagasy
tkl	Tokelau
tkm	Takelma
tkn	シマグチ
tkp	Tikopia
tkq	Tee
tkr	Saxur dili
tks	Takestani
tkt	Kathoriya Tharu
tku	Upper Necaxa Totonac
tkv	Mur Pano
tkw	Teanu
tkx	Tangko
tkz	Takua
tl	Wikang Tagalog
tla	Southwestern Tepehuan
tlb	Tobelo
tlc	Yecuatla Totonac
tld	Talaud
tlf	Telefol
tlg	Tofanma
tlh	Klingon
tli	Tlingit
tlj	Talinga-Bwisi
tlk	Taloki
tll	Tetela
tlm	Tolomako
tln	Talondo'
tlo	Talodi
tlp	Filomena Mata-Coahuitlán Totonac
tlq	Tai Loi
tlr	Talise
tlr-x-kuma	Kuma
tlr-x-riva	Riva
tlr-x-tolo	Tolo
tls	Tambotalo
tlt	Teluti
tlu	Tulehu
tlv	Taliabu
tlx	Khehek
tly	Talış dili
tma	Tama (Chad)
tmb	Katbol
tmc	Tumak
tmd	Haruai
tme	Tremembé
tmf	Toba-Maskoy
tmh	Tamashek
tmi	Tutuba
tmj	Samarokena
tmk	Northwestern Tamang
tml	Tamnim Citak
tmm	Tai Thanh
tmn	Dayak Taman Kapuas
tmn-x-dayaktamambaloh	Dayak Tamambaloh
tmn-x-nangataman	Dayak Nanga Taman
tmn-x-tamansesat	Taman Sesat
tmo	Temoq
tmp	Tai Mène
tmq	Tumleo
tmr	ארמית בבלית (ca. 200-1200 CE)
tms	Tima
tmt	Tasmate
tmu	Iau
tmv	Tembo (Motembo)
tmw	Temuan
tmy	Tami
tn	Setswana
tna	Tacana
tnb	Western Tunebo
tnc	Tanimuca-Retuarã
tnd	Angosturas Tunebo
tne	Tinoc Kallahan
tng	Tobanga
tnh	Maiani
tnh-x-gugubar	Gugubar
tnh-x-sereken	Sereken
tnh-x-wagimuda	Wagimuda
tni	Tandia
tnk	Kwamera
tnl	Lenakel
tnm	Tabla
tnm-x-yewena	Yewena
tnm-x-yokari	Yokari
tnn	North Tanna
tno	Toromono
tnp	Whitesands
tnq	Taino
tnr	Ménik
tns	Tenis
tnt	Tontemboan
tnu	Tay Khang
tnv	Tangchangya
tnw	Tonsawang
tnx	Tanema
tny	Tongwe
tnz	Ten'edn
to	faka Tonga
tob	Toba
toc	Coyutla Totonac
tod	Toma
tof	Gizrra
tog	Tonga (Nyasa)
toh	Gitonga
toi	Tonga
toi-x-tokaleya	Leya
toi-x-wee	Wee
toi-ZM-tonga	Tonga (Zambia)
toj	Tojolabal
tol	Tolowa
tom	Tombulu
tom-x-bahunt	Borgo Bahuntehu
tom-x-borgo	Borgo
too	Xicotepec De Juárez Totonac
top	Papantla Totonac
toq	Toposa
tor	Vara Banda
tor-x-togbobanda	Togbo Banda
tos	Highland Totonac
tou	Thổ
tov	Upper Taromi
tow	Jemez
tox	Tobian
toy	Topoiyo
toz	To
tpa	Taupota
tpc	Azoyú Me'phaa
tpe	Tippera
tpf	Tarpia
tpg	Kula
tpi	Tok Pisin
tpi-x-pngsl	Papua New Guinea Sign Language
tpj	Tapieté
tpk	Tupinikin
tpl	Tlacoapa Me'phaa
tpm	Tampulma
tpn	Tupinambá
tpo	Tai Pao
tpp	Pisaflores Tepehua
tpq	Tukpa
tpr	Tuparí
tpt	Tlachichilco Tepehua
tpu	Tampuan
tpv	Tanapag
tpw	Tupí
tpx	Acatepec Me'phaa
tpy	Trumai
tpz	Tinputz
tqb	Tembé
tql	Lehali
tqm	Turumsa
tqn	Tenino
tqo	Toaripi
tqo-x-kaipi	Kaipi
tqo-x-melaripi	Melaripi
tqp	Tomoip
tqq	Tunni
tqr	Torona
tqt	Western Totonac
tqu	Touo
tqw	Tonkawa
tr	Türkçe
tra	Tirahi
trb	Terebu
trc	Copala Triqui
trd	Turi
tre	East Tarangan
trf	Trinidadian Creole English
trg	יהודית-תימנית
trh	Turaka
tri	Trió
trj	Toram
trl	Traveller Scottish
trm	Tregami
trn	Trinitario
tro	Tarao Naga
trp	Kok Borok
trq	San Martín Itunyoso Triqui
trr	Taushiro
trs	Chicahuaxtla Triqui
trt	Tunggare
tru	ܛܘܪܝܐ
trv	Taroko
trw	توروالی
trx	Tringgus-Sembaan Bidayuh
trz	Torá
ts	Xitsonga
tsa	Tsaangi
tsb	Tsamai
tsc	Tswa
tsd	Tsakonian
tse	Tunisian Sign Language
tsg	Tausug
tsg-x-timurindel	Timur Indelio
tsh	Tsuvan
tsi	Tsimshian
tsj	Tshangla
tsk	Tseku
tsl	Ts'ün-Lao
tsm	Turkish Sign Language
tsp	Northern Toussian
tsq	Thai Sign Language
tsr	Akei
tsr-x-moiso	Moiso
tss	Taiwan Sign Language
tst	Tondi Songway Kiini
tsu	Tsou
tsv	Tsogo
tsw	Tsishingini
tsx	Mubami
tsy	Tebul Sign Language
tsz	Purepecha
tt	татар теле, tatar tele
tta	Tutelo
ttb	Gaa
ttc	Tektiteko
ttd	Tauade
ttd-x-aivara	Aivara
ttd-x-ivani	Ivani
ttd-x-pioro	Pioro
tte	Bwanabwana
ttf	Tuotomb
ttg	Tutong
tth	Upper Ta'oih
tti	Tobati
ttj	Tooro
ttk	Totoro
ttl	Totela
ttl-x-totelnamib	Totela (Namibia)
ttm	Northern Tutchone
ttn	Towei
tto	Lower Ta'oih
ttp	Tombelala
ttq	Tawallammat Tamajaq
ttq-x-ttwestniger	Tawellemmet
ttr	Tera
tts	Northeastern Thai
ttt	Tat dili
ttt-x-ismai	Ismaili
ttt-x-txizi	Xizi
ttu	Torau
ttv	Titan
ttw	Long Wat
tty	Sikaritai
ttz	Tsum
tua	Wiarumus
tub	Tübatulabal
tuc	Mutu
tud	Tuxá
tue	Tuyuca
tuf	Central Tunebo
tug	Tunia
tuh	Taulil
tui	Tupuri
tuj	Tugutil
tuk-x-levantin	Levantine Turkmen
tul	Tula
tum	Tumbuka
tum-x-chisenga	Chisenga
tum-x-yombe	Tumbuka Yombe
tun	Tunica
tuo	Tucano
tuq	Tedaga
tus	Tuscarora
tuv	Turkana
tuy	Tugen
tuz	Turka
tva	Vaghua
tvd	Tsuvadi
tvk	Southeast Ambrym
tvl	Tuvalu
tvm	Tela-Masbuar
tvn	Tavoyan
tvo	Tidore
tvs	Taveta
tvt	Tutsa Naga
tvu	Tunen
tvw	Sedoa
tw	Twi
twa	Twana
twb	Western Tawbuid
twc	Teshenawa
twd	Twents
twe	Tewa (Indonesia)
twe-x-lebang	Dayak Lebang
twf	Northern Tiwa
twg	Tereweng
twh	Tai Dón
twl	Tawara
twm	Tawang Monpa
twm-x-memba	Memba
twm-x-mompa	Mompa
twn	Twendi
two	Tswapong
twp	Ere
twq	Tasawaq
twr	Southwestern Tarahumara
twt	Turiwára
twu	Termanu
twu-x-keka	Keka
tww	Tuwari
twx	Tewe
twy	Tawoyan
txa	Tombonuo
txa-x-lingkabau	Lingkabau
txb	Tokharian B
txc	Tsetsaut
txe	Totoli
txg	Tangut
txh	Thracian
txi	Ikpeng
txj	Tarjumo
txm	Tomini
txn	West Tarangan
txo	Toto
txq	Tii
txq-x-loteletun	Loteletun
txr	Tartessian
txs	Tonsea
txt	Citak
txu	Kayapó
txx	Tatana
txy	Tanosy Malagasy
ty	Reo Tahiti
tya	Tauya
tya-x-kausi	Kausi
tya-x-pukesi	Pukesi
tye	Kyanga
tyh	Ơ Đu
tyi	Teke-Tsaayi
tyj	Tai Do
tyl	Thu Lao
tyn	Kombai
tyn-x-kombateyan	Kombai Teyan
tyn-x-ringgalela	Kombai Ringgalela
tyr	Táy-Môc-Châu
tys	Tày Sa Pa
tyt	Tày Tấc
tyu	Kua
tyv	Тувинский
tyx	Teke-Tyee
tyy	Tiyaa
tyz	Tiếng Tày
tza	Tanzanian Sign Language
tzc	tsotzil
tzh	Tzeltal
tzh-x-oxchuctzeltal	Tzeltal de Oxchuc
tzh-x-tenejapa	Tzeltal de Tenejapa
tzj	Tz'utujil
tzl	Talossan
tzm	ⵜⴰⵎⴰⵣⵉⵖⵜ
tzn	Tugun
tzo	Tzotzil
tzo-x-chalchihuitan	Tzotzil de Chalchihuitan
tzo-x-chenalho	Tzotzil de Chenalhó
tzo-x-huixtan	Tzotzil de Huixtan
tzx	Tabriak
uam	Uamué
uan	Kuan
uar	Tairuma
uba	Ubang
ubi	Ubi
ubl	Buhi'non Bikol
ubr	Ubir
ubu	Umbu-Ungu
ubu-x-kambiya	Kambiya
uda	Uda
ude	Удэгейский
udg	Muduga
udi	Udi dili
udj	Ujir
udl	Wuzlam
udm	Удмуртский
udm-x-norudmurt	Northern Udmurt
udu	Uduk
ues	Kioko
ufi	Ufim
ug	ئۇيغۇرچە‎, 维吾尔语, Уйгурский язык
uga	Ugaritic
uge	Ughele
ugn	Ugandan Sign Language
ugn-x-rwandansl	Rwandan Sign Language
ugo	Ugong
ugy	Uruguayan Sign Language
uha	Uhami
uhn	Damal
uis	Uisai
uiv	Iyive
uji	Tanjijili
uk	українська мова
uka	Kaburi
ukg	Ukuriguma
ukh	Ukhwejo
uki	କୁଇ
ukl	Ukrainian Sign Language
ukp	Ukpe-Bayobiri
ukq	Ukwa
uks	Urubú-Kaapor Sign Language
uku	Ukue
ukv	Kuku
ukw	Ukwuani-Aboh-Ndoni
ula	Fungwa
ulb	Ulukwumi
ulc	Ульчский
ule	Lule
ulf	Usku
uli	Ulithian
ulk	Meriam
ull	Ullatan
ulm	Ulumanda'
uln	Unserdeutsch
ulu	Uma' Lung
ulw	Ulwa
uma	Umatilla
umb	Umbundu
umc	Marrucinian
umi	Ukit
umm	Umon
umn	Makyan Naga
umo	Umotína
ump	Umpila
ums	Pendau
umu	Munsee
una	North Watut
und	Undetermined
une	Uneme
ung	Ngarinyin
unk	Enawené-Nawé
unm	Unami
unn	Kurnai
unr	Mundari
unu	Unubahe
unx	Munda
unz	Unde Kaili
upi	Umeda
upv	Uripiv-Wala-Rano-Atchin
upv-x-inam	Inam
upv-x-naledo	Nale Do
upv-x-naletojan	Nale Tojan
upv-x-ndzave	Nzdave
ur	اردو
ura	Urarina
urb	Urubú-Kaapor
ur-Deva	Urdu Devanagari script
ure	Uru
urg	Urigina
urg-x-ohjob	Ohjob
urg-x-undi	Undi
urh	Urhobo
uri	Urim
urk	Urak Lawoi'
url	Urali
urm	Urapmin
urn	Uruangnirin
uro	Ura (Papua New Guinea)
urp	Uru-Pa-In
urr	Lehalurup
urt	Urat
urw	Sop
urw-x-kono	Kono
urw-x-maling	Maling
urw-x-onee	Onee
urx	Urimo
ur-x-dcv	اردو - Dominant Culture Variant
ury	Orya
ury-x-oryataja	Orya-Taja
urz	Uru-Eu-Wau-Wau
usa	Usarufa
ush	اشوجی
usi	Usui
usk	Usaghade
usp	Uspanteco
uss	us-Saare
usu	Uya
uta	Otank
ute	Ute-Southern Paiute
uth	ut-Hun
utp	Amba (Solomon Islands)
utr	Etulo
utu	Utu
utu-x-ivap	Ivap
uum	Урумский язык
uur	Ura (Vanuatu)
uuu	濮满
uve	West Uvean
uvh	Uri
uvl	Lote
uwa	Kuku-Uwanh
uya	Doko-Uyanga
uz	Oʻzbek, Ўзбек, أۇزبېك‎
uzn	Northern Uzbek
uzs	ازبېک تیلی
vaa	Vaagri Booli
vaa-x-akkipikki	Akki Pikki
vaa-x-konaakki	Kona-Akki Pikki
vae	Vale
vaf	گویش وفسی
vag	Vagla
vah	Varhadi-Nagpuri
vai	Vai
vaj	Sekele
val	Vehes
vam	Vanimo
van	Valman
vao	Vao
vap	Vaiphei
var	Huarijio
vas	Vasavi
vau	Vanuma
vav	Varli
vay	वायु
vbb	Southeast Babar
vbk	Southwestern Bontok
ve	Tshivenḓa
vec	Venetian
ved	Veddah
vel	Veluws
vem	Vemgo-Mabas
ven-ZW-venda	Venda
veo	Ventureño
vep	Вепсский
ver	Mom Jango
ver-x-vere	Vere
vgr	Vaghri
vgt	Vlaamse Gebarentaal
vi	Tiếng Việt
vic	Virgin Islands Creole English
vid	Vidunda
vif	Vili
vig	Viemo
vin	Vinza
vis	Vishavan
vit	Viti
viv	Iduna
vki	Ija-Zuba
vkj	Kujargé
vkk	Kaur
vkl	Kulisusu
vkn	Koro Nulu
vko	Kodeoha
vkp	Korlai Creole Portuguese
vkt	Tenggarong Kutai Malay
vku	Kurrama
vkz	Koro Zuba
vlp	Valpei
vls	Vlaams
vma	Martuyhunira
vmc	Juxtlahuaca Mixtec
vmd	Mudu Koraga
vme	East Masela
vmf	Mainfränkisch
vmg	Lungalunga
vmh	Maraghei
vmj	Ixtayutla Mixtec
vmk	Makhuwa-Shirima
vmm	Mitlatongo Mixtec
vmp	Soyaltepec Mazatec
vmq	Soyaltepec Mixtec
vmr	Marenje
vmw	Makhuwa
vmw-x-nahara	Makhuwa Nahara
vmx	Tamazola Mixtec
vmy	Ayautla Mazatec
vmz	Mazatlán Mazatec
vnk	Vano
vnm	Vinmavis
vnp	Vunapu
vo	Volapük
vor	Voro
vot	Водский
vra	Vera'a
vro	Võro
vrs	Varisi
vrt	Burmbar
vsi	Moldova Sign Language
vsl	Venezuelan Sign Language
vsv	Valencian Sign Language
vto	Vitou
vum	Vumbu
vun	Vunjo
vut	Vute
vwa	阿佤方言 (China)
wa	walon
waa	Walla Walla
wab	Wab
wac	Wasco-Wishram
wad	Wandamen
wae	Walser
waf	Wakoná
wag	Wa'ema
wah	Watubela
wai	Wares
waj	Waffa
wal	Wolaytta
wam	Wampanoag
wan	Wan
wao	Wappo
wap	Wapishana
waq	Wageman
war	Waray (Philippines)
was	Washo
wat	Kaninuwa
wau	Waurá
wav	Waka
waw	Waiwai
wax	Watam
way	Wayana
waz	Wampur
wba	Warao
wbb	Wabo
wbe	Waritai
wbf	Wara
wbh	Wanda
wbi	Vwanji
wbj	Alagwa
wbk	Kalaṣa-alâ
wbl	Khikwor
wbm	佤方言
wbp	Warlpiri
wbq	Waddar
wbq-x-kusburva	Kusbur Vadar
wbr	Wagdi
wbs	West Bengal Sign Language
wbt	Wanman
wbv	Wajarri
wbw	Woi
wbw-x-woinap	Woinap
wca	Yanomámi
wci	Waci Gbe
wdd	Wandji
wdg	Wadaginam
wdj	Wadjiginy
wec	Wè Western
wed	Wedau
weg	Wergaia
weh	Weh
wei	Kiunum
wem	Weme Gbe
weo	Wemale
wep	Westphalien
wer	Weri
wes	Cameroon Pidgin
wet	Perai
weu	Rawngtu Chin
weu-x-lawngtu	Lawng Tu
wew	Wejewa
wew-x-ede	Ede
wew-x-loli	Loli
wfg	Yafi
wgb	Wagawaga
wgi	Wahgi
wgi-x-kumai	Kumai
wgo	Waigeo
wgu	Wirangu
wgy	Warrgamay
wha	Manusela
whg	North Wahgi
whk	Wahau Kenyah
whk-x-amaktimei	Kenyah Amak Ti Mei
whk-x-lebukulit	Lebu' Kulit
whk-x-longpulung	Long Pulung
whu	Wahau Kayan
wib	Southern Toussian
wic	Wichita
wig	Wik-Ngathana
wih	Wik-Me'anha
wii	Minidien
wij	Wik-Iiyanh
wik	Wikalkan
wim	Wik-Mungkan
win	Ho-Chunk
wiu	Wiru
wiv	Vitu
wiy	Wiyot
wja	Waja
wji	Warji
wkb	Kumbaran
wkd	Wakde
wkl	Kalanadi
wku	Kunduvadi
wkw	Wakawaka
wla	Walio
wlc	Mwali Comorian
wle	Wolane
wlg	Kunbarlang
wli	Waioli
wli-x-tiana	Tiana
wll	Wali (Sudan)
wlm	Middle Welsh
wlo	Wolio
wlr	Wailapa
wls	Wallisian
wlv	Wichí Lhamtés Vejoz
wlw	Walak
wlx	Wali (Ghana)
wmb	Wambaya
wmc	Wamas
wmd	Mamaindé
wme	वाम्बुले
wmh	Waima'a
wmm	Maiwa (Indonesia)
wmo	Wom (Papua New Guinea)
wms	Wambon
wms-x-senggawop	Wambon Senggawop
wms-x-wambonsait	Wambon Sait
wmt	Walmajarri
wmw	Mwani
wmx	Womo
wnb	Wanambre
wnc	Wantoat
wne	ونیسی
wng	Wanggom
wni	Ndzwani Comorian
wnk	Wanukaka
wno	Wano
wnp	Wanap
wnu	Usan
wnw	Wintu
wny	Wanyi
wo	Wollof
woa	Tyaraity
wob	Wè Northern
woc	Wogeo
wod	Wolani
woe	Woleaian
wof	Gambian Wolof
wog	Wogamusin
woi	Kamang
woi-x-suboo	Suboo
wok	Longto
wom	Wom (Nigeria)
won	Wongo
won-x-logondjo	Logondjo
woo	Manombai
wor	Woria
wos	Hanga Hundi
wow	Wawonii
woy	Weyto
wpc	Maco
wra	Warapu
wrd	Warduji
wrg	Warungu
wrh	Wiradhuri
wrk	Garrwa
wrl	Warlmanpa
wrm	Warumungu
wrn	Warnang
wro	Worrorra
wrp	Waropen
wrr	Wardaman
wrs	Waris
wru	Waru
wrv	Waruna
wrx	Wae Rana
wry	Merwari
wsa	Warembori
wsg	Adilabad Gondi
wsi	Wusi
wsk	Waskia
wsk-x-kaul	Kaul
wsk-x-makitu	Makitu
wsk-x-samoan1	Samoan 1
wsk-x-sipiram	Sipiram
wsk-x-urugen	Urugen
wsr	Owenia
wss	Wasa
wsu	Wasu
wtf	Watiwa
wtf-x-musuam	Musuam
wti	Berta
wtk	Watakataui
wtm	Mewati
wtw	Wotu
wua	Wikngenchera
wub	Wunambal
wud	Wudu
wuh	五屯话
wul	Silimo
wum	Wumbvu
wun	Bungu
wut	Wutung
wut-x-hofi	Hofi
wuu	吳語
wuv	Wuvulu-Aua
wux	Wulna
wuy	Wauyai
wwa	Waama
wwo	Wetamut
www	Wawa
wxa	瓦乡话
wya	Wyandot
wyb	Wangaaybuwan-Ngiyambaa
wym	Wymysorys
wyr	Wayoró
wyy	Western Fijian
wyy-x-nabila	Nabila
wyy-x-nadi	Nadi
wyy-x-nadroga	Nadroga
wyy-x-rakiraki	Rakiraki
wyy-x-tavua	Tavua
-x-	Amarenga y'Ikinyarwanda
xaa	Andalusian Arabic
xab	Sambe
xac	Kachari
xad	Adai
xae	Aequian
xag	Aghwan
xai	Kaimbé
xal	Калмыцкий
xan	Xamtanga
xao	Khao
xap	Apalachee
xaq	Aquitanian
xat	Katawixi
xau	Kauwera
xav	Xavánte
xaw	Kawaiisu
xay	Kayan Mahakam
xba	Kamba (Brazil)
xbb	Lower Burdekin
xbc	Bactrian
xbi	Kombio
xbm	Middle Breton
xbn	Kenaboi
xbo	Bolgarian
xbr	Kambera
xbr-x-lenang	Lenang
xbw	Kambiwá
xby	Batyala
xcb	Cumbric
xcc	Camunic
xce	Celtiberian
xcg	Cisalpine Gaulish
xch	Chemakum
xcl	Classical Armenian
xcm	Comecrudo
xcn	Cotoname
xco	Chorasmian
xcr	Carian
xct	Classical Tibetan
xcu	Curonian
xcv	Chuvantsy
xcw	Coahuilteco
xcy	Cayuse
xda	Darkinyung
xdc	Dacian
xdm	Edomite
xdy	Malayic Dayak
xdy-x-airdurian	Dayak Air Durian
xdy-x-balai	Balai
xdy-x-bangaemoro	Dayak Bangae' Moro
xdy-x-batangbelian	Dayak Batang Belian
xdy-x-batangkawa	Batang Kawa
xdy-x-batupayung	Dayak Batu Payung
xdy-x-belantika	Belantikan
xdy-x-belantikan	Dayak Belantikan
